name,short_name,gender,birth_date,birth_place,birth_country,country,country_code,discipline,discipline_code,residence_place,residence_country,height_m/ft,url
WALLMARK Lucas,WALLMARK L,Male,1995-09-05,UMEA,Sweden,Sweden,SWE,Ice Hockey,IHO,MOSCOW,Russian Federation,1.83/6'0'',../../../en/results/ice-hockey/athlete-profile-n1050873-lucas-wallmark.htm
WALLNER Laura,WALLNER L,Female,1998-11-03,INNSBRUCK,Austria,Austria,AUT,Freestyle Skiing,FRS,STUBAI,Austria,,../../../en/results/freestyle-skiing/athlete-profile-n1005577-laura-wallner.htm
WALSTAD Steffen,WALSTAD S,Male,1989-02-10,OPPDAL,Norway,Norway,NOR,Curling,CUR,OSLO,Norway,,../../../en/results/curling/athlete-profile-n1031401-steffen-walstad.htm
WANG Haizhuo,WANG H,Male,2003-04-23,HARBIN,People's Republic of China,People's Republic of China,CHN,Freestyle Skiing,FRS,"HARBIN, HEILONGJIANG",People's Republic of China,,../../../en/results/freestyle-skiing/athlete-profile-n1058762-haizhuo-wang.htm
WANG Haotian,WANG H,Male,1998-02-28,,People's Republic of China,People's Republic of China,CHN,Speed Skating,SSK,,People's Republic of China,1.90/6'2'',../../../en/results/speed-skating/athlete-profile-n1058361-haotian-wang.htm
WANG Peixuan,WANG P,Female,2000-03-14,JIANGXI,People's Republic of China,People's Republic of China,CHN,Luge,LUG,XIANYANG,People's Republic of China,,../../../en/results/luge/athlete-profile-n1058507-peixuan-wang.htm
WANG Qiang,WANG Q,Male,1993-04-23,YICHUN,People's Republic of China,People's Republic of China,CHN,Cross-Country Skiing,CCS,,People's Republic of China,,../../../en/results/cross-country-skiing/athlete-profile-n1058564-qiang-wang.htm
WANG Rui,WANG R,Female,1995-02-09,HEILONGJIANG,People's Republic of China,People's Republic of China,CHN,Curling,CUR,HEILONGJIANG,People's Republic of China,,../../../en/results/curling/athlete-profile-n1057661-rui-wang.htm
WANG Shiyue,WANG S,Female,1994-04-21,CHANGCHUN,People's Republic of China,People's Republic of China,CHN,Figure Skating,FSK,BEIJING,People's Republic of China,,../../../en/results/figure-skating/athlete-profile-n1058052-shiyue-wang.htm
WANG Taile,WANG T,Male,1996-02-28,"COCHRANE, AB",Canada,People's Republic of China,CHN,Ice Hockey,IHO,"CALGARY, AB",Canada,1.75/5'8'',../../../en/results/ice-hockey/athlete-profile-n1137072-taile-wang.htm
WANG Xindi,WANG X,Male,1995-05-02,QINHUANGDAO,People's Republic of China,People's Republic of China,CHN,Freestyle Skiing,FRS,QINHUANGDAO,People's Republic of China,,../../../en/results/freestyle-skiing/athlete-profile-n1059127-xindi-wang.htm
WANG Xuan,WANG X,Female,1998-07-16,TIANJIN,People's Republic of China,People's Republic of China,CHN,Bobsleigh,BOB,BEIJING,People's Republic of China,,../../../en/results/bobsleigh/athlete-profile-n1058458-xuan-wang.htm
WANG Yuqing,WANG Y,Female,1994-05-06,HARBIN,People's Republic of China,People's Republic of China,CHN,Ice Hockey,IHO,HARBIN,People's Republic of China,1.69/5'6'',../../../en/results/ice-hockey/athlete-profile-n1057863-yuqing-wang.htm
WANG Yuting,WANG Y,Female,1991-03-29,"SYDNEY, NS",Canada,People's Republic of China,CHN,Ice Hockey,IHO,,Canada,1.70/5'6'',../../../en/results/ice-hockey/athlete-profile-n1154486-yuting-wang.htm
WANG Zhiyu,WANG Z,Male,1996-08-24,HARBIN,People's Republic of China,People's Republic of China,CHN,Curling,CUR,BEIJING,People's Republic of China,,../../../en/results/curling/athlete-profile-n1057628-zhiyu-wang.htm
WANG Ziyang,WANG Z,Male,2003-04-01,,,People's Republic of China,CHN,Snowboard,SBD,,,,../../../en/results/snowboard/athlete-profile-n1057738-ziyang-wang.htm
WARSOFSKY David,WARSOFSKY D,Male,1990-05-30,"MARSHFIELD, MA",United States of America,United States of America,USA,Ice Hockey,IHO,,,1.75/5'8'',../../../en/results/ice-hockey/athlete-profile-n1182029-david-warsofsky.htm
WASEK Pawel,WASEK P,Male,1999-06-02,CIESZYN,Poland,Poland,POL,Ski Jumping,SJP,USTRON,Poland,,../../../en/results/ski-jumping/athlete-profile-n1032018-pawel-wasek.htm
WATABE Akito,WATABE A,Male,1988-05-26,HAKUBA,Japan,Japan,JPN,Nordic Combined,NCB,NAGANO,Japan,1.73/5'8'',../../../en/results/nordic-combined/athlete-profile-n1040931-akito-watabe.htm
WATABE Yoshito,WATABE Y,Male,1991-10-04,HAKUBA,Japan,Japan,JPN,Nordic Combined,NCB,NAGANO,Japan,1.71/5'7'',../../../en/results/nordic-combined/athlete-profile-n1040933-yoshito-watabe.htm
WATSON Ashley,WATSON A,Male,1993-10-28,,Great Britain,Jamaica,JAM,Bobsleigh,BOB,PETERBOROUGH,Great Britain,,../../../en/results/bobsleigh/athlete-profile-n1051667-ashley-watson.htm
WATTS Reid,WATTS R,Male,1998-12-22,"VANCOUVER, BC",Canada,Canada,CAN,Luge,LUG,"WHISTLER, BC",Canada,,../../../en/results/luge/athlete-profile-n1037719-reid-watts.htm
WAXIN Mina,WAXIN M,Female,2001-04-29,STOCKHOLM,Sweden,Sweden,SWE,Ice Hockey,IHO,,,1.65/5'4'',../../../en/results/ice-hockey/athlete-profile-n1042034-mina-waxin.htm
WEAGLE Lisa,WEAGLE L,Female,1985-03-24,"OTTAWA, ON",Canada,Canada,CAN,Curling,CUR,"OTTAWA, ON",Canada,,../../../en/results/curling/athlete-profile-n1054773-lisa-weagle.htm
WEAL Jordan,WEAL J,Male,1992-04-15,"SASKATOON, SK",Canada,Canada,CAN,Ice Hockey,IHO,KAZAN,Russian Federation,1.78/5'10'',../../../en/results/ice-hockey/athlete-profile-n1051821-jordan-weal.htm
WEBB Jeffrey,WEBB J,Male,1998-10-27,KUALA LUMPUR,Malaysia,Malaysia,MAS,Alpine Skiing,ALP,"CHELAN, WA",United States of America,,../../../en/results/alpine-skiing/athlete-profile-n1054215-jeffrey-webb.htm
WEBER Anja,WEBER A,Female,2001-06-29,,Switzerland,Switzerland,SUI,Cross-Country Skiing,CCS,HINWIL,Switzerland,,../../../en/results/cross-country-skiing/athlete-profile-n1049906-anja-weber.htm
WEBER Christopher,WEBER C,Male,1991-10-05,DORTMUND,Germany,Germany,GER,Bobsleigh,BOB,DORTMUND,Germany,,../../../en/results/bobsleigh/athlete-profile-n1014499-christopher-weber.htm
WEBER Terence,WEBER T,Male,1996-09-24,GEYER,Germany,Germany,GER,Nordic Combined,NCB,OBERWIESENTHAL,Germany,,../../../en/results/nordic-combined/athlete-profile-n1012775-terence-weber.htm
WEBER Yannick,WEBER Y,Male,1988-09-23,MORGES,Switzerland,Switzerland,SUI,Ice Hockey,IHO,ZURICH,Switzerland,1.79/5'10'',../../../en/results/ice-hockey/athlete-profile-n1049909-yannick-weber.htm
WEGER Benjamin,WEGER B,Male,1989-10-05,BRIG,Switzerland,Switzerland,SUI,Biathlon,BTH,GESCHINEN,Switzerland,,../../../en/results/biathlon/athlete-profile-n1049910-benjamin-weger.htm
WEI Ruike,WEI R,Male,1991-06-07,"MARKHAM, ON",Canada,People's Republic of China,CHN,Ice Hockey,IHO,TORONTO,Canada,1.85/6'0'',../../../en/results/ice-hockey/athlete-profile-n1167441-ruike-wei.htm
WEIDEL Anna,WEIDEL A,Female,1996-05-25,KUFSTEIN,Austria,Germany,GER,Biathlon,BTH,KIEFERSFELDEN,Germany,,../../../en/results/biathlon/athlete-profile-n1012720-anna-weidel.htm
WEIDEMANN Isabelle,WEIDEMANN I,Female,1995-07-18,"OTTAWA, ON",Canada,Canada,CAN,Speed Skating,SSK,"CALGARY, AB",Canada,1.87/6'1'',../../../en/results/speed-skating/athlete-profile-n1038481-isabelle-weidemann.htm
WEIDLE Kira,WEIDLE K,Female,1996-02-24,STUTTGART,Germany,Germany,GER,Alpine Skiing,ALP,STARNBERG,Germany,,../../../en/results/alpine-skiing/athlete-profile-n1012722-kira-weidle.htm
WEIS Michelle,WEIS M,Female,1997-04-10,CHARLOTTENLUND,Denmark,Denmark,DEN,Ice Hockey,IHO,,,1.69/5'6'',../../../en/results/ice-hockey/athlete-profile-n1031861-michelle-weis.htm
WEISS Emma,WEISS E,Female,2000-01-22,ALBSTADT,Germany,Germany,GER,Freestyle Skiing,FRS,ALBSTADT,Germany,,../../../en/results/freestyle-skiing/athlete-profile-n1012840-emma-weiss.htm
WEKPE Matthew,WEKPE M,Male,1989-12-05,,,Jamaica,JAM,Bobsleigh,BOB,,,,../../../en/results/bobsleigh/athlete-profile-n1051689-matthew-wekpe.htm
WENDL Tobias,WENDL T,Male,1987-06-16,AACHEN,Federal Republic of Germany,Germany,GER,Luge,LUG,BERCHTESGADEN,Germany,,../../../en/results/luge/athlete-profile-n1014528-tobias-wendl.htm
WENG Heidi,WENG H,Female,1991-07-20,YTRE ENEBAKK,Norway,Norway,NOR,Cross-Country Skiing,CCS,LILLEHAMMER,Norway,,../../../en/results/cross-country-skiing/athlete-profile-n1032177-heidi-weng.htm
WENG Lotta Udnes,WENG LU,Female,1996-09-29,LORENSKOG,Norway,Norway,NOR,Cross-Country Skiing,CCS,LILLEHAMMER,Norway,,../../../en/results/cross-country-skiing/athlete-profile-n1032189-lotta-udnes-weng.htm
WENG Tiril Udnes,WENG TU,Female,1996-09-29,LORENSKOG,Norway,Norway,NOR,Cross-Country Skiing,CCS,LILLEHAMMER,Norway,,../../../en/results/cross-country-skiing/athlete-profile-n1032191-tiril-udnes-weng.htm
WENGER Livio,WENGER L,Male,1993-01-20,KRIENS,Switzerland,Switzerland,SUI,Speed Skating,SSK,GEISINGEN,Germany,1.75/5'8'',../../../en/results/speed-skating/athlete-profile-n1049911-livio-wenger.htm
WENGER Nadja,WENGER N,Female,1991-05-27,GLARUS,Switzerland,Switzerland,SUI,Speed Skating,SSK,,Switzerland,1.64/5'4'',../../../en/results/speed-skating/athlete-profile-n1049912-nadja-wenger.htm
WERNER Pirmin,WERNER P,Male,2000-01-10,SCHAFFHAUSEN,Switzerland,Switzerland,SUI,Freestyle Skiing,FRS,ALTEN,Switzerland,,../../../en/results/freestyle-skiing/athlete-profile-n1049913-pirmin-werner.htm
WEST Tucker,WEST T,Male,1995-06-15,"DANBURY, CT",United States of America,United States of America,USA,Luge,LUG,"LAKE PLACID, NY",United States of America,,../../../en/results/luge/athlete-profile-n1044546-tucker-west.htm
WESTMAN Frida,WESTMAN F,Female,2001-01-10,"ARNAES, OERNSKOELDSVIK",Sweden,Sweden,SWE,Ski Jumping,SJP,TRONDHEIM,Norway,,../../../en/results/ski-jumping/athlete-profile-n1045069-frida-westman.htm
WESTON Matt,WESTON M,Male,1997-03-02,REDHILL,Great Britain,Great Britain,GBR,Skeleton,SKN,TUNBRIDGE WELLS,Great Britain,,../../../en/results/skeleton/athlete-profile-n1044080-matt-weston.htm
WETLI Stefanie,WETLI S,Female,2000-02-04,MANNEDORF,Switzerland,Switzerland,SUI,Ice Hockey,IHO,RICKENBACH,Switzerland,1.73/5'8'',../../../en/results/ice-hockey/athlete-profile-n1049915-stefanie-wetli.htm
WHITE Shaun,WHITE S,Male,1986-09-03,"SAN DIEGO, CA",United States of America,United States of America,USA,Snowboard,SBD,"SAN DIEGO, CA",United States of America,,../../../en/results/snowboard/athlete-profile-n1044824-shaun-white.htm
WHYTE Ross,WHYTE R,Male,1998-08-31,YORK,Great Britain,Great Britain,GBR,Curling,CUR,STIRLING,Great Britain,,../../../en/results/curling/athlete-profile-n1044164-ross-whyte.htm
WICK Katharina,WICK K,Female,1996-11-15,UNNA,Germany,Romania,ROU,Bobsleigh,BOB,CONSTANTA,Romania,,../../../en/results/bobsleigh/athlete-profile-n1034195-katharina-wick.htm
WICKI Berenice,WICKI B,Female,2002-09-24,WETTINGEN,Switzerland,Switzerland,SUI,Snowboard,SBD,ENNETBADEN,Switzerland,,../../../en/results/snowboard/athlete-profile-n1049917-berenice-wicki.htm
WIERER Dorothea,WIERER D,Female,1990-04-03,BRUNICO-BRUNECK,Italy,Italy,ITA,Biathlon,BTH,CASTELLO-MOLINA DI FIEMME,Italy,,../../../en/results/biathlon/athlete-profile-n1037152-dorothea-wierer.htm
WIKLUND Ragne,WIKLUND R,Female,2000-05-09,OSLO,Norway,Norway,NOR,Speed Skating,SSK,SANDNES,Norway,1.78/5'10'',../../../en/results/speed-skating/athlete-profile-n1032342-ragne-wiklund.htm
WIKNER-ZIENKIEWICZ Felizia,WIKNER-ZIENKIEWICZ F,Female,1999-09-17,KUNGSBACKA,Sweden,Sweden,SWE,Ice Hockey,IHO,,,1.70/5'6'',../../../en/results/ice-hockey/athlete-profile-n1042035-felizia-wikner-zienkiewicz.htm
WIKSTEN Kasper,WIKSTEN K,Male,1980-06-09,HVIDOVRE,Denmark,Denmark,DEN,Curling,CUR,HVIDOVRE,Denmark,,../../../en/results/curling/athlete-profile-n1032325-kasper-wiksten.htm
WILD Victor,WILD V,Male,1986-08-23,"WHITE SALMON, WA",United States of America,ROC,ROC,Snowboard,SBD,MOSCOW,Russian Federation,,../../../en/results/snowboard/athlete-profile-n1036840-victor-wild.htm
WILES Jacqueline,WILES J,Female,1992-07-13,"PORTLAND, OR",United States of America,United States of America,USA,Alpine Skiing,ALP,"PORTLAND, OR",United States of America,,../../../en/results/alpine-skiing/athlete-profile-n1041219-jacqueline-wiles.htm
WILI Colin,WILI C,Male,1998-09-14,,Switzerland,Switzerland,SUI,Freestyle Skiing,FRS,,Switzerland,,../../../en/results/freestyle-skiing/athlete-profile-n1049922-colin-wili.htm
WILKINSON Alix,WILKINSON A,Female,2000-08-02,"MAMMOTH LAKES, CA",United States of America,United States of America,USA,Alpine Skiing,ALP,"SANTA CRUZ, CA",United States of America,,../../../en/results/alpine-skiing/athlete-profile-n1041195-alix-wilkinson.htm
WILL Roman,WILL R,Male,1992-05-22,PLZEN,Czech Republic,Czech Republic,CZE,Ice Hockey,IHO,CHELYABINSK,Russian Federation,1.85/6'0'',../../../en/results/ice-hockey/athlete-profile-n1055649-roman-will.htm
WILLIAMSON Joshua,WILLIAMSON J,Male,1996-08-29,,United States of America,United States of America,USA,Bobsleigh,BOB,"TALLAHASSEE, FL",United States of America,,../../../en/results/bobsleigh/athlete-profile-n1041478-joshua-williamson.htm
WILMSMANN Florian,WILMSMANN F,Male,1996-01-21,TEGERNSEE,Germany,Germany,GER,Freestyle Skiing,FRS,,Germany,,../../../en/results/freestyle-skiing/athlete-profile-n1012715-florian-wilmsmann.htm
WILSON Bradley,WILSON B,Male,1992-06-05,"BUTTE, MT",United States of America,United States of America,USA,Freestyle Skiing,FRS,"BUTTE, MT",United States of America,,../../../en/results/freestyle-skiing/athlete-profile-n1044670-bradley-wilson.htm
WINDINGSTAD Rasmus,WINDINGSTAD R,Male,1993-10-31,,,Norway,NOR,Alpine Skiing,ALP,ASKER,Norway,,../../../en/results/alpine-skiing/athlete-profile-n1031309-rasmus-windingstad.htm
WINDISCH Dominik,WINDISCH D,Male,1989-11-06,BRUNICO/BRUNECK,Italy,Italy,ITA,Biathlon,BTH,RASEN-ANTHOLZ,Italy,,../../../en/results/biathlon/athlete-profile-n1059235-dominik-windisch.htm
WINKLER Robert,WINKLER R,Male,1991-01-24,BRUCK AN DER MUR,Austria,Austria,AUT,Freestyle Skiing,FRS,KRIEGLACH,Austria,,../../../en/results/freestyle-skiing/athlete-profile-n1005593-robert-winkler.htm
WINNIK Daniel,WINNIK D,Male,1985-03-06,"TORONTO, ON",Canada,Canada,CAN,Ice Hockey,IHO,GENEVA,Switzerland,1.88/6'2'',../../../en/results/ice-hockey/athlete-profile-n1051759-daniel-winnik.htm
WINTERS Cody,WINTERS C,Male,2000-04-20,"STEAMBOAT SPRINGS, CO",United States of America,United States of America,USA,Snowboard,SBD,"STEAMBOAT SPRINGS, CO",United States of America,,../../../en/results/snowboard/athlete-profile-n1044686-cody-winters.htm
WINTERS Luke,WINTERS L,Male,1997-04-02,"GRESHAM, OR",United States of America,United States of America,USA,Alpine Skiing,ALP,"GRESHAM, OR",United States of America,,../../../en/results/alpine-skiing/athlete-profile-n1041226-luke-winters.htm
WISE David,WISE D,Male,1990-06-30,"RENO, NV",United States of America,United States of America,USA,Freestyle Skiing,FRS,"RENO, NV",United States of America,,../../../en/results/freestyle-skiing/athlete-profile-n1044695-david-wise.htm
WOJCIK Andzelika,WOJCIK A,Female,1996-11-08,LUBIN,Poland,Poland,POL,Speed Skating,SSK,KATOWICE,Poland,1.59/5'2'',../../../en/results/speed-skating/athlete-profile-n1035727-andzelika-wojcik.htm
WOLF David,WOLF D,Male,1989-09-15,DUSSELDORF,Federal Republic of Germany,Germany,GER,Ice Hockey,IHO,MANNHEIM,Germany,1.89/6'2'',../../../en/results/ice-hockey/athlete-profile-n1001191-david-wolf.htm
WOLF Lara,WOLF L,Female,2000-03-23,KAPPL,Austria,Austria,AUT,Freestyle Skiing,FRS,KAPPL,Austria,,../../../en/results/freestyle-skiing/athlete-profile-n1005578-lara-wolf.htm
WON Yunjong,WON Y,Male,1985-06-17,SEOUL,Republic of Korea,Republic of Korea,KOR,Bobsleigh,BOB,,Republic of Korea,,../../../en/results/bobsleigh/athlete-profile-n1036777-yunjong-won.htm
WOODS James,WOODS J,Male,1992-01-19,SHEFFIELD,Great Britain,Great Britain,GBR,Freestyle Skiing,FRS,WANAKA,New Zealand,,../../../en/results/freestyle-skiing/athlete-profile-n1045716-james-woods.htm
WOODS-TOPALOVIC Cooper,WOODS-TOPALOVIC C,Male,2000-09-07,MERIMBULA,Australia,Australia,AUS,Freestyle Skiing,FRS,PERISHER,Australia,,../../../en/results/freestyle-skiing/athlete-profile-n1055209-cooper-woods-topalovic.htm
WORLEY Tessa,WORLEY T,Female,1989-10-04,ANNEMASSE,France,France,FRA,Alpine Skiing,ALP,ALBERTVILLE,France,,../../../en/results/alpine-skiing/athlete-profile-n1035780-tessa-worley.htm
WOTHERSPOON Tyler,WOTHERSPOON T,Male,1993-03-12,"SURREY, BC",Canada,Canada,CAN,Ice Hockey,IHO,"UTICA, NY",United States of America,1.88/6'2'',../../../en/results/ice-hockey/athlete-profile-n1140533-tyler-wotherspoon.htm
WRANAA Rasmus,WRANAA R,Male,1994-11-15,STOCKHOLM,Sweden,Sweden,SWE,Curling,CUR,STOCKHOLM,Sweden,,../../../en/results/curling/athlete-profile-n1035394-rasmus-wranaa.htm
WRIGHT Campbell,WRIGHT C,Male,2002-05-25,ROTORUA,New Zealand,New Zealand,NZL,Biathlon,BTH,HAWEA FLAT,New Zealand,,../../../en/results/biathlon/athlete-profile-n1047699-campbell-wright.htm
WRIGHT Casey,WRIGHT C,Female,1994-12-19,"ALEXANDRA, VIC",Australia,Australia,AUS,Cross-Country Skiing,CCS,"DON VALLEY, VIC",Australia,,../../../en/results/cross-country-skiing/athlete-profile-n1046137-casey-wright.htm
WRIGHT Isabella,WRIGHT I,Female,1997-02-10,"AMERICAN FORK, UT",United States of America,United States of America,USA,Alpine Skiing,ALP,"PARK CITY, UT",United States of America,,../../../en/results/alpine-skiing/athlete-profile-n1041213-isabella-wright.htm
WRIGHT Vicky,WRIGHT V,Female,1993-08-15,DUMFRIES,Great Britain,Great Britain,GBR,Curling,CUR,STIRLING,Great Britain,,../../../en/results/curling/athlete-profile-n1044165-vicky-wright.htm
WU Dajing,WU D,Male,1994-07-24,JIAMUSI,People's Republic of China,People's Republic of China,CHN,Short Track Speed Skating,STK,BEIJING,People's Republic of China,,../../../en/results/short-track-speed-skating/athlete-profile-n1057882-dajing-wu.htm
WU Meng,WU M,Female,2002-10-02,"JILIN, JILIN",People's Republic of China,People's Republic of China,CHN,Freestyle Skiing,FRS,,People's Republic of China,,../../../en/results/freestyle-skiing/athlete-profile-n1058757-meng-wu.htm
WU Qingze,WU Q,Male,1998-01-02,CHANGCHUN,People's Republic of China,People's Republic of China,CHN,Bobsleigh,BOB,CHANGCHUN,People's Republic of China,,../../../en/results/bobsleigh/athlete-profile-n1058468-qingze-wu.htm
WU Shaotong,WU S,Female,1998-12-13,HARBIN,People's Republic of China,People's Republic of China,CHN,Snowboard,SBD,HARBIN,People's Republic of China,,../../../en/results/snowboard/athlete-profile-n1057730-shaotong-wu.htm
WU Zhitao,WU Z,Male,1998-03-03,WENZHOU,People's Republic of China,People's Republic of China,CHN,Bobsleigh,BOB,LONGGANG,People's Republic of China,,../../../en/results/bobsleigh/athlete-profile-n1058469-zhitao-wu.htm
WUST Ireen,WUST I,Female,1986-04-01,GOIRLE,Netherlands,Netherlands,NED,Speed Skating,SSK,HEERENVEEN,Netherlands,1.68/5'6'',../../../en/results/speed-skating/athlete-profile-n1054343-ireen-wust.htm
WYATT Marcus,WYATT M,Male,1991-12-14,HONITON,Great Britain,Great Britain,GBR,Skeleton,SKN,BRISTOL,Great Britain,,../../../en/results/skeleton/athlete-profile-n1044077-marcus-wyatt.htm
XHEPA Denni,XHEPA D,Male,2003-05-06,,,Albania,ALB,Alpine Skiing,ALP,SESTRIERE,Italy,,../../../en/results/alpine-skiing/athlete-profile-n1052881-denni-xhepa.htm
XIANG Xudong,XIANG X,Male,1995-08-24,HARBIN,People's Republic of China,People's Republic of China,CHN,Ice Hockey,IHO,HARBIN,People's Republic of China,1.77/5'9'',../../../en/results/ice-hockey/athlete-profile-n1057838-xudong-xiang.htm
XU Fu,XU F,Male,1995-11-02,HEILONGJIANG,People's Republic of China,People's Republic of China,CHN,Speed Skating,SSK,,People's Republic of China,1.73/5'8'',../../../en/results/speed-skating/athlete-profile-n1058363-fu-xu.htm
XU Jingtao,XU J,Male,1993-08-05,HARBIN,People's Republic of China,People's Republic of China,CHN,Curling,CUR,,People's Republic of China,,../../../en/results/curling/athlete-profile-n1057630-jingtao-xu.htm
XU Mengtao,XU M,Female,1990-07-12,ANSHAN,People's Republic of China,People's Republic of China,CHN,Freestyle Skiing,FRS,ANSHAN,People's Republic of China,,../../../en/results/freestyle-skiing/athlete-profile-n1059131-mengtao-xu.htm
XU Mingfu,XU M,Male,1997-07-17,JILIN,People's Republic of China,People's Republic of China,CHN,Alpine Skiing,ALP,JILIN,People's Republic of China,,../../../en/results/alpine-skiing/athlete-profile-n1058048-mingfu-xu.htm
YACHI Sora,YACHI S,Male,2000-05-04,SHIWA,Japan,Japan,JPN,Nordic Combined,NCB,,Japan,,../../../en/results/nordic-combined/athlete-profile-n1040936-sora-yachi.htm
YAKIMUSHKIN Ivan,YAKIMUSHKIN I,Male,1996-06-17,MUROM,Russian Federation,ROC,ROC,Cross-Country Skiing,CCS,TYUMEN,Russian Federation,,../../../en/results/cross-country-skiing/athlete-profile-n1036646-ivan-yakimushkin.htm
YAKOVLEV Yegor,YAKOVLEV Y,Male,1991-09-17,MAGNITOGORSK,USSR,ROC,ROC,Ice Hockey,IHO,MAGNITOGORSK,Russian Federation,1.80/5'10'',../../../en/results/ice-hockey/athlete-profile-n1056388-yegor-yakovlev.htm
YALIOTNAU Raman,YALIOTNAU R,Male,1993-05-10,CHAUSY,Belarus,Belarus,BLR,Biathlon,BTH,CHAUSY,Belarus,,../../../en/results/biathlon/athlete-profile-n1000220-raman-yaliotnau.htm
YAMAMOTO Ryota,YAMAMOTO R,Male,1997-05-13,KIJIMADAIRA,Japan,Japan,JPN,Nordic Combined,NCB,HAKUBA,Japan,,../../../en/results/nordic-combined/athlete-profile-n1040932-ryota-yamamoto.htm
YAMASHITA Haruki,YAMASHITA H,Male,1999-03-11,NANTO,Japan,Japan,JPN,Cross-Country Skiing,CCS,,,,../../../en/results/cross-country-skiing/athlete-profile-n1037015-haruki-yamashita.htm
YAMASHITA Hikaru,YAMASHITA H,Female,2000-09-23,,,Japan,JPN,Ice Hockey,IHO,,,1.57/5'1'',../../../en/results/ice-hockey/athlete-profile-n1042440-hikaru-yamashita.htm
YAMASHITA Shiori,YAMASHITA S,Female,2002-04-28,,,Japan,JPN,Ice Hockey,IHO,,,1.59/5'2'',../../../en/results/ice-hockey/athlete-profile-n1042428-shiori-yamashita.htm
YAN Juncheng,YAN J,Male,2000-09-16,BEIJING,People's Republic of China,People's Republic of China,CHN,Ice Hockey,IHO,BEIJING,People's Republic of China,1.80/5'10'',../../../en/results/ice-hockey/athlete-profile-n1057840-juncheng-yan.htm
YAN Ruinan,YAN R,Male,2001-01-25,,People's Republic of China,People's Republic of China,CHN,Ice Hockey,IHO,,People's Republic of China,1.90/6'2'',../../../en/results/ice-hockey/athlete-profile-n1057828-ruinan-yan.htm
